	joint1[rad] joint0[rad] joint2[rad] joint3[rad] x[m] y[m] z[m] 
  1.52  6.20  0.67  5.36 -0.02 -0.36  0.08
  1.91  0.06  0.69  5.94 -0.02 -0.37  0.17
  1.92  0.05  0.81  5.95 -0.02 -0.37  0.17
  1.94  0.04  0.94  5.96 -0.02 -0.37  0.17
  1.95  0.04  1.07  5.96 -0.02 -0.37  0.17
  1.97  0.03  1.20  5.97 -0.02 -0.37  0.17
  1.98  0.03  1.32  5.97 -0.02 -0.37  0.17
  2.00  0.02  1.45  5.97 -0.02 -0.37  0.17
  2.01  0.02  1.58  5.97 -0.02 -0.37  0.17
  2.03  0.02  1.71  5.97 -0.02 -0.37  0.17
  2.04  0.03  1.84  5.97 -0.02 -0.37  0.17
  2.06  0.03  1.97  5.97 -0.02 -0.37  0.17
  2.07  0.04  2.09  5.96 -0.02 -0.37  0.17
  2.09  0.04  2.22  5.96 -0.02 -0.37  0.17
  2.10  0.05  2.35  5.95 -0.02 -0.37  0.17
  2.11  0.07  2.48  5.95 -0.02 -0.37  0.17
  2.12  0.08  2.61  5.94 -0.02 -0.37  0.17
  2.13  0.09  2.73  5.93 -0.02 -0.37  0.17
  2.14  0.11  2.86  5.93 -0.02 -0.37  0.17
  2.15  0.13  2.99  5.92 -0.02 -0.37  0.17
  2.16  0.15  3.12  5.91 -0.02 -0.37  0.17
  2.16  0.17  3.25  5.90 -0.02 -0.37  0.17
  2.16  0.19  3.38  5.89 -0.02 -0.37  0.17
  2.16  0.21  3.50  5.88 -0.02 -0.37  0.17
  2.15  0.23  3.63  5.87 -0.02 -0.37  0.17
  2.14  0.25  3.76  5.85 -0.02 -0.37  0.17
  2.13  0.27  3.89  5.84 -0.02 -0.37  0.17
  2.12  0.29  4.02  5.84 -0.02 -0.37  0.17
  2.10  0.30  4.15  5.83 -0.02 -0.37  0.17
  2.09  0.32  4.27  5.82 -0.02 -0.37  0.17
  2.06  0.33  4.40  5.81 -0.02 -0.37  0.17
  2.04  0.34  4.53  5.81 -0.02 -0.37  0.17
  2.02  0.34  4.66  5.81 -0.02 -0.37  0.17
  2.00  0.34  4.79  5.81 -0.02 -0.37  0.17
  1.97  0.33  4.91  5.81 -0.02 -0.37  0.17
  1.95  0.33  5.04  5.81 -0.02 -0.37  0.17
  1.93  0.32  5.17  5.82 -0.02 -0.37  0.17
  1.91  0.30  5.30  5.83 -0.02 -0.37  0.17
  1.90  0.29  5.43  5.84 -0.02 -0.37  0.17
  1.89  0.27  5.56  5.85 -0.02 -0.37  0.17
  1.88  0.25  5.68  5.86 -0.02 -0.37  0.17
  1.87  0.23  5.81  5.87 -0.02 -0.37  0.17
  1.86  0.21  5.94  5.88 -0.02 -0.37  0.17
  1.86  0.18  6.07  5.89 -0.02 -0.37  0.17
  1.86  0.16  6.20  5.90 -0.02 -0.37  0.17
  1.87  0.14  0.04  5.91 -0.02 -0.37  0.17
  1.87  0.12  0.17  5.92 -0.02 -0.37  0.17
  1.88  0.11  0.30  5.93 -0.02 -0.37  0.17
  1.89  0.09  0.43  5.94 -0.02 -0.37  0.17
  1.90  0.08  0.55  5.94 -0.02 -0.37  0.17
  1.51  6.19  0.68  5.24 -0.02 -0.35  0.09
  1.49  6.16  0.76  5.19 -0.02 -0.34  0.07
  1.52  6.12  0.88  5.18 -0.02 -0.34  0.07
  1.56  6.09  1.01  5.19 -0.02 -0.34  0.07
  1.61  6.06  1.13  5.19 -0.02 -0.34  0.07
  1.66  6.04  1.26  5.19 -0.02 -0.34  0.07
  1.71  6.03  1.39  5.19 -0.02 -0.34  0.07
  1.76  6.03  1.52  5.19 -0.02 -0.34  0.07
  1.81  6.03  1.65  5.19 -0.02 -0.34  0.07
  1.86  6.03  1.77  5.19 -0.02 -0.34  0.07
  1.91  6.05  1.90  5.19 -0.02 -0.34  0.07
  1.96  6.07  2.03  5.19 -0.02 -0.34  0.07
  2.01  6.09  2.16  5.19 -0.02 -0.34  0.07
  2.05  6.13  2.29  5.18 -0.02 -0.34  0.07
  2.09  6.17  2.42  5.18 -0.02 -0.34  0.07
  2.13  6.21  2.54  5.17 -0.02 -0.34  0.07
  2.16  6.26  2.67  5.17 -0.02 -0.34  0.07
  2.18  0.03  2.80  5.16 -0.02 -0.34  0.07
  2.20  0.09  2.93  5.15 -0.02 -0.34  0.07
  2.21  0.15  3.06  5.14 -0.02 -0.34  0.07
  2.21  0.21  3.19  5.13 -0.02 -0.34  0.07
  2.21  0.27  3.31  5.12 -0.02 -0.34  0.07
  2.19  0.34  3.44  5.11 -0.02 -0.34  0.07
  2.18  0.39  3.57  5.10 -0.02 -0.34  0.07
  2.15  0.45  3.70  5.08 -0.02 -0.34  0.07
  2.12  0.50  3.83  5.07 -0.02 -0.34  0.07
  2.08  0.54  3.95  5.06 -0.02 -0.34  0.07
  2.04  0.58  4.08  5.05 -0.02 -0.34  0.07
  1.99  0.61  4.21  5.04 -0.02 -0.34  0.07
  1.94  0.63  4.34  5.03 -0.02 -0.34  0.07
  1.89  0.65  4.47  5.03 -0.02 -0.34  0.07
  1.83  0.66  4.60  5.02 -0.02 -0.34  0.07
  1.78  0.66  4.72  5.02 -0.02 -0.34  0.07
  1.72  0.66  4.85  5.03 -0.02 -0.34  0.07
  1.67  0.64  4.98  5.03 -0.02 -0.34  0.07
  1.61  0.63  5.11  5.03 -0.02 -0.34  0.07
  1.56  0.60  5.24  5.04 -0.02 -0.34  0.07
  1.52  0.57  5.37  5.05 -0.02 -0.34  0.07
  1.47  0.53  5.49  5.06 -0.02 -0.34  0.07
  1.44  0.49  5.62  5.07 -0.02 -0.34  0.07
  1.41  0.44  5.75  5.09 -0.02 -0.34  0.07
  1.38  0.38  5.88  5.10 -0.02 -0.34  0.07
  1.36  0.32  6.01  5.11 -0.02 -0.34  0.07
  1.35  0.26  6.13  5.12 -0.02 -0.34  0.07
  1.35  0.20  6.26  5.13 -0.02 -0.34  0.07
  1.36  0.14  0.11  5.14 -0.02 -0.34  0.07
  1.37  0.08  0.24  5.15 -0.02 -0.34  0.07
  1.39  0.02  0.36  5.16 -0.02 -0.34  0.07
  1.41  6.25  0.49  5.17 -0.02 -0.34  0.07
  1.44  6.20  0.62  5.17 -0.02 -0.34  0.07
  1.54  6.19  0.68  5.23 -0.02 -0.34  0.10
  1.56  6.17  0.75  5.24 -0.02 -0.34  0.10
  1.60  6.14  0.87  5.24 -0.02 -0.34  0.10
  1.64  6.11  1.00  5.24 -0.02 -0.34  0.10
  1.68  6.08  1.13  5.25 -0.02 -0.34  0.10
  1.73  6.06  1.26  5.25 -0.02 -0.34  0.10
  1.78  6.05  1.38  5.25 -0.02 -0.34  0.10
  1.83  6.04  1.51  5.25 -0.02 -0.34  0.10
  1.88  6.04  1.64  5.25 -0.02 -0.34  0.10
  1.92  6.05  1.77  5.25 -0.02 -0.34  0.10
  1.97  6.06  1.90  5.25 -0.02 -0.34  0.10
  2.02  6.08  2.02  5.25 -0.02 -0.34  0.10
  2.06  6.11  2.15  5.24 -0.02 -0.34  0.10
  2.10  6.14  2.28  5.24 -0.02 -0.34  0.10
  2.14  6.18  2.41  5.24 -0.02 -0.34  0.10
  2.18  6.22  2.54  5.23 -0.02 -0.34  0.10
  2.20  6.26  2.67  5.23 -0.02 -0.34  0.10
  2.23  0.03  2.79  5.22 -0.02 -0.34  0.10
  2.24  0.09  2.92  5.21 -0.02 -0.34  0.10
  2.25  0.14  3.05  5.20 -0.02 -0.34  0.10
  2.26  0.20  3.18  5.19 -0.02 -0.34  0.10
  2.26  0.26  3.31  5.18 -0.02 -0.34  0.10
  2.24  0.32  3.44  5.17 -0.02 -0.34  0.10
  2.23  0.37  3.56  5.16 -0.02 -0.34  0.10
  2.20  0.43  3.69  5.14 -0.02 -0.34  0.10
  2.17  0.47  3.82  5.13 -0.02 -0.34  0.10
  2.14  0.52  3.95  5.12 -0.02 -0.34  0.10
  2.10  0.55  4.08  5.11 -0.02 -0.34  0.10
  2.05  0.58  4.20  5.10 -0.02 -0.34  0.10
  2.00  0.61  4.33  5.09 -0.02 -0.34  0.10
  1.95  0.62  4.46  5.09 -0.02 -0.34  0.10
  1.90  0.63  4.59  5.08 -0.02 -0.34  0.10
  1.85  0.64  4.72  5.08 -0.02 -0.34  0.10
  1.79  0.63  4.85  5.08 -0.02 -0.34  0.10
  1.74  0.62  4.97  5.09 -0.02 -0.34  0.10
  1.69  0.60  5.10  5.09 -0.02 -0.34  0.10
  1.64  0.58  5.23  5.10 -0.02 -0.34  0.10
  1.60  0.55  5.36  5.11 -0.02 -0.34  0.10
  1.56  0.51  5.49  5.12 -0.02 -0.34  0.10
  1.52  0.47  5.61  5.13 -0.02 -0.34  0.10
  1.49  0.42  5.74  5.15 -0.02 -0.34  0.10
  1.47  0.37  5.87  5.16 -0.02 -0.34  0.10
  1.45  0.32  6.00  5.17 -0.02 -0.34  0.10
  1.44  0.26  6.13  5.18 -0.02 -0.34  0.10
  1.44  0.20  6.26  5.19 -0.02 -0.34  0.10
  1.44  0.14  0.10  5.20 -0.02 -0.34  0.10
  1.46  0.08  0.23  5.21 -0.02 -0.34  0.10
  1.47  0.03  0.36  5.22 -0.02 -0.34  0.10
  1.50  6.26  0.49  5.23 -0.02 -0.34  0.10
  1.53  6.21  0.61  5.23 -0.02 -0.34  0.10
  1.61  6.21  0.66  5.30 -0.02 -0.34  0.12
  1.64  6.19  0.73  5.31 -0.02 -0.34  0.12
  1.68  6.16  0.86  5.32 -0.02 -0.34  0.12
  1.71  6.13  0.98  5.32 -0.02 -0.34  0.12
  1.76  6.11  1.11  5.33 -0.02 -0.34  0.12
  1.80  6.09  1.24  5.33 -0.02 -0.34  0.12
  1.84  6.08  1.37  5.33 -0.02 -0.34  0.12
  1.89  6.07  1.50  5.33 -0.02 -0.34  0.12
  1.93  6.07  1.62  5.33 -0.02 -0.34  0.12
  1.98  6.08  1.75  5.33 -0.02 -0.34  0.12
  2.02  6.09  1.88  5.33 -0.02 -0.34  0.12
  2.07  6.10  2.01  5.33 -0.02 -0.34  0.12
  2.11  6.13  2.14  5.32 -0.02 -0.34  0.12
  2.15  6.15  2.26  5.32 -0.02 -0.34  0.12
  2.18  6.19  2.39  5.32 -0.02 -0.34  0.12
  2.22  6.23  2.52  5.31 -0.02 -0.34  0.12
  2.24  6.27  2.65  5.30 -0.02 -0.34  0.12
  2.26  0.03  2.78  5.30 -0.02 -0.34  0.12
  2.28  0.08  2.91  5.29 -0.02 -0.34  0.12
  2.29  0.13  3.03  5.28 -0.02 -0.34  0.12
  2.30  0.19  3.16  5.27 -0.02 -0.34  0.12
  2.30  0.24  3.29  5.26 -0.02 -0.34  0.12
  2.29  0.30  3.42  5.25 -0.02 -0.34  0.12
  2.27  0.35  3.55  5.24 -0.02 -0.34  0.12
  2.25  0.40  3.68  5.22 -0.02 -0.34  0.12
  2.22  0.44  3.80  5.21 -0.02 -0.34  0.12
  2.19  0.48  3.93  5.20 -0.02 -0.34  0.12
  2.15  0.52  4.06  5.19 -0.02 -0.34  0.12
  2.11  0.55  4.19  5.18 -0.02 -0.34  0.12
  2.07  0.57  4.32  5.17 -0.02 -0.34  0.12
  2.02  0.59  4.44  5.17 -0.02 -0.34  0.12
  1.97  0.60  4.57  5.16 -0.02 -0.34  0.12
  1.92  0.60  4.70  5.16 -0.02 -0.34  0.12
  1.87  0.60  4.83  5.16 -0.02 -0.34  0.12
  1.82  0.59  4.96  5.17 -0.02 -0.34  0.12
  1.77  0.58  5.09  5.17 -0.02 -0.34  0.12
  1.73  0.55  5.21  5.18 -0.02 -0.34  0.12
  1.68  0.52  5.34  5.19 -0.02 -0.34  0.12
  1.65  0.49  5.47  5.20 -0.02 -0.34  0.12
  1.61  0.45  5.60  5.21 -0.02 -0.34  0.12
  1.58  0.41  5.73  5.22 -0.02 -0.34  0.12
  1.56  0.36  5.86  5.23 -0.02 -0.34  0.12
  1.55  0.31  5.98  5.25 -0.02 -0.34  0.12
  1.54  0.25  6.11  5.26 -0.02 -0.34  0.12
  1.53  0.20  6.24  5.27 -0.02 -0.34  0.12
  1.54  0.14  0.09  5.28 -0.02 -0.34  0.12
  1.55  0.09  0.21  5.29 -0.02 -0.34  0.12
  1.56  0.04  0.34  5.30 -0.02 -0.34  0.12
  1.58  6.28  0.47  5.30 -0.02 -0.34  0.12
  1.61  6.23  0.60  5.31 -0.02 -0.34  0.12
  1.70  6.23  0.64  5.40 -0.02 -0.34  0.14
  1.73  6.22  0.72  5.41 -0.02 -0.34  0.15
  1.76  6.19  0.84  5.42 -0.02 -0.34  0.15
  1.79  6.16  0.97  5.42 -0.02 -0.34  0.15
  1.83  6.14  1.09  5.43 -0.02 -0.34  0.15
  1.87  6.12  1.22  5.43 -0.02 -0.34  0.15
  1.91  6.11  1.35  5.43 -0.02 -0.34  0.15
  1.95  6.11  1.48  5.43 -0.02 -0.34  0.15
  1.99  6.11  1.61  5.43 -0.02 -0.34  0.15
  2.03  6.11  1.74  5.43 -0.02 -0.34  0.15
  2.07  6.12  1.86  5.43 -0.02 -0.34  0.15
  2.11  6.13  1.99  5.43 -0.02 -0.34  0.15
  2.15  6.15  2.12  5.43 -0.02 -0.34  0.15
  2.18  6.18  2.25  5.42 -0.02 -0.34  0.15
  2.22  6.21  2.38  5.42 -0.02 -0.34  0.15
  2.24  6.24  2.50  5.41 -0.02 -0.34  0.15
  2.27  6.28  2.63  5.41 -0.02 -0.34  0.15
  2.29  0.04  2.76  5.40 -0.02 -0.34  0.15
  2.31  0.08  2.89  5.39 -0.02 -0.34  0.15
  2.32  0.13  3.02  5.38 -0.02 -0.34  0.15
  2.32  0.17  3.15  5.37 -0.02 -0.34  0.15
  2.32  0.22  3.27  5.36 -0.02 -0.34  0.15
  2.32  0.27  3.40  5.35 -0.02 -0.34  0.15
  2.30  0.32  3.53  5.34 -0.02 -0.34  0.15
  2.29  0.36  3.66  5.33 -0.02 -0.34  0.15
  2.26  0.41  3.79  5.32 -0.02 -0.34  0.15
  2.24  0.44  3.91  5.31 -0.02 -0.34  0.15
  2.20  0.48  4.04  5.29 -0.02 -0.34  0.15
  2.16  0.51  4.17  5.29 -0.02 -0.34  0.15
  2.12  0.53  4.30  5.28 -0.02 -0.34  0.15
  2.08  0.55  4.43  5.27 -0.02 -0.34  0.15
  2.04  0.56  4.56  5.27 -0.02 -0.34  0.15
  1.99  0.56  4.68  5.27 -0.02 -0.34  0.15
  1.94  0.56  4.81  5.27 -0.02 -0.34  0.15
  1.90  0.55  4.94  5.27 -0.02 -0.34  0.15
  1.85  0.54  5.07  5.28 -0.02 -0.34  0.15
  1.81  0.52  5.20  5.28 -0.02 -0.34  0.15
  1.77  0.49  5.33  5.29 -0.02 -0.34  0.15
  1.74  0.46  5.45  5.30 -0.02 -0.34  0.15
  1.70  0.42  5.58  5.31 -0.02 -0.34  0.15
  1.68  0.38  5.71  5.32 -0.02 -0.34  0.15
  1.66  0.34  5.84  5.33 -0.02 -0.34  0.15
  1.64  0.29  5.97  5.35 -0.02 -0.34  0.15
  1.64  0.24  6.09  5.36 -0.02 -0.34  0.15
  1.63  0.20  6.22  5.37 -0.02 -0.34  0.15
  1.64  0.15  0.07  5.38 -0.02 -0.34  0.15
  1.64  0.10  0.20  5.39 -0.02 -0.34  0.15
